Pneu Marcação;Placa;Centro de custo;Data;Conferente;Modelo Pneu;Calibragem Ideal;Calibragem Encontrada;Calibragem Realizada;Dispersão;Sulco Mín.;1º Sulco;2º Sulco;3º Sulco;4º Sulco;Alinhamento;Laudo.;Observação;Eixo;Posição
159;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;KMAX EXTREME - 295;120;-;-;-;2;5,71;4,91;5,23;0;Divergente;Pneu OK;-;-;Estepe
1548;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;19,28;20,38;20,17;20,32;Divergente;Pneu OK;-;2;Direito interno
1558;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;14,13;15,31;15,4;15,23;Divergente;Pneu OK;-;1;Esquerdo
1559;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;14,1;14,08;14,15;13,14;Divergente;Pneu OK;-;1;Direito
1173;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;KMAX D - 295;120;-;-;-;2;6,59;4,74;5,09;4,77;Divergente;Pneu OK;-;3;Direito externo
1143;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;7,98;8,1;8,54;0;Divergente;Pneu OK;-;3;Esquerdo interno
1550;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;20,12;19,88;19,23;19,97;Divergente;Pneu OK;-;2;Esquerdo interno
1172;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;KMAX D - 295;120;-;-;-;2;5,25;4,82;4,72;5,36;Divergente;Pneu OK;-;3;Direito interno
1549;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;19,51;18,98;18,48;19,42;Divergente;Pneu OK;-;2;Direito externo
1551;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;19,36;18,88;20,74;20,44;Divergente;Pneu OK;-;2;Esquerdo externo
1077;PPP3275;PUXADA;18/02/2021 09:19:07;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;8,32;7,71;9,44;0;Divergente;Pneu OK;-;3;Esquerdo externo
399;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;R268 - 275;149;-;-;-;2;7,86;6,85;5,93;0;Divergente;Pneu OK;-;-;Estepe
164;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;10,88;10,68;9,55;0;Divergente;Pneu OK;-;3;Direito externo
1084;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;KMAX EXTREME - 275;120;-;-;-;2;7,54;6,85;7,07;0;Divergente;Pneu OK;-;1;Esquerdo
1259;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;17,1;15,98;17,05;0;Divergente;Pneu OK;-;2;Esquerdo externo
1265;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,95;15,62;14,96;0;Divergente;Pneu OK;-;2;Direito externo
857;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;13,28;12,74;12,56;12,64;Divergente;Pneu OK;-;3;Esquerdo interno
1260;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;18,67;17,76;17,01;0;Divergente;Pneu OK;-;2;Esquerdo interno
1085;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;KMAX EXTREME - 275;120;-;-;-;2;12,02;10,85;12,28;0;Divergente;Pneu OK;-;1;Direito
721;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;10,16;10,12;9,89;9,22;Divergente;Pneu OK;-;3;Direito interno
1266;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,77;15,4;16,66;0;Divergente;Pneu OK;-;2;Direito interno
803;MSK8047;ENTREGA;12/02/2021 08:20:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;12,25;11,76;10,95;12,48;Divergente;Pneu OK;-;3;Esquerdo externo
1122;MSK1955;ENTREGA;12/02/2021 08:17:16;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;14,4;14,47;15,73;0;Divergente;Pneu OK;-;1;Direito
1121;MSK1955;ENTREGA;12/02/2021 08:17:16;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;14,3;12,72;13,15;0;Divergente;Pneu OK;-;1;Esquerdo
1310;MSK1955;ENTREGA;12/02/2021 08:17:16;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;18,79;18,68;18,13;0;Divergente;Pneu OK;-;2;Esquerdo interno
1353;MSK1955;ENTREGA;12/02/2021 08:17:16;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;18,3;18,31;18,51;0;Divergente;Pneu OK;-;2;Direito externo
1352;MSK1955;ENTREGA;12/02/2021 08:17:16;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;18,41;18,83;17,74;0;Divergente;Pneu OK;-;2;Direito interno
382;MSK1955;ENTREGA;12/02/2021 08:17:16;JOÃO TARCISIO DA SILVEIRA;FK25 - 275;125;-;-;-;2;6,63;6,74;7,2;9,61;Divergente;Pneu OK;-;-;Estepe
1309;MSK1955;ENTREGA;12/02/2021 08:17:16;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;17,11;17,8;18,91;0;Divergente;Pneu OK;-;2;Esquerdo externo
1270;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;18,74;16,21;18,17;0;Divergente;Pneu OK;-;2;Direito externo
94;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;9,47;6,71;8,02;10,06;Divergente;Pneu OK;-;3;Esquerdo interno
397;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;12,25;10,94;11,63;12,38;Divergente;Pneu OK;-;3;Direito interno
365;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;8,77;6,33;7,56;11,12;Divergente;Pneu OK;-;3;Esquerdo externo
800;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;6,84;5,74;6,94;0;Divergente;Pneu OK;-;-;Estepe
1298;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;18,79;18,18;18,36;0;Divergente;Pneu OK;-;2;Direito interno
1297;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;19,01;18,88;18,94;0;Divergente;Pneu OK;-;2;Esquerdo externo
1124;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;13,38;10,81;13,18;0;Divergente;Pneu OK;-;1;Esquerdo
1144;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;12,83;11,79;14,01;0;Divergente;Pneu OK;-;1;Direito
1292;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;18,91;19,71;16,4;0;Divergente;Pneu OK;-;2;Esquerdo interno
157;PPY5046;ENTREGA;12/02/2021 08:11:57;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;12,28;10,98;11,34;12,66;Divergente;Pneu OK;-;3;Direito externo
1365;MSK1952;ENTREGA;12/02/2021 08:08:55;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;19,48;16,2;18,56;0;Divergente;Pneu OK;-;2;Esquerdo externo
1278;MSK1952;ENTREGA;12/02/2021 08:08:55;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;12,78;19,16;18,13;0;Divergente;Pneu OK;-;2;Direito externo
1361;MSK1952;ENTREGA;12/02/2021 08:08:55;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;18,75;18,67;18,33;0;Divergente;Pneu OK;-;2;Esquerdo interno
713;MSK1952;ENTREGA;12/02/2021 08:08:55;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;123;-;-;-;2;6,86;7,22;6,89;9,76;Divergente;Pneu OK;-;-;Estepe
1273;MSK1952;ENTREGA;12/02/2021 08:08:55;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;17,01;18,65;18,02;0;Divergente;Pneu OK;-;2;Direito interno
319;ODA4962;ENTREGA;12/02/2021 08:05:30;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;17,01;15,12;15,27;0;Divergente;Pneu OK;-;2;Direito interno
198;ODA4962;ENTREGA;12/02/2021 08:05:30;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;17,38;15,68;16,78;0;Divergente;Pneu OK;-;2;Esquerdo externo
335;ODA4962;ENTREGA;12/02/2021 08:05:30;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;8,42;8,09;8,49;0;Divergente;Pneu OK;-;-;Estepe
572;ODA4962;ENTREGA;12/02/2021 08:05:30;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,94;8,88;6,63;7,86;Divergente;Pneu OK;-;1;Direito
201;ODA4962;ENTREGA;12/02/2021 08:05:30;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;15,24;16,72;15,75;0;Divergente;Pneu OK;-;2;Esquerdo interno
281;ODA4962;ENTREGA;12/02/2021 08:05:30;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;16,96;16,18;15,17;0;Divergente;Pneu OK;-;2;Direito externo
571;ODA4962;ENTREGA;12/02/2021 08:05:30;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,53;8,63;8,89;9;Divergente;Pneu OK;-;1;Esquerdo
150;MSK1954;ENTREGA;12/02/2021 08:02:24;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;19,14;17,45;17,09;0;Divergente;Pneu OK;-;2;Esquerdo interno
360;MSK1954;ENTREGA;12/02/2021 08:02:24;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;8,51;6,4;6,41;8,57;Divergente;Pneu OK;-;-;Estepe
593;MSK1954;ENTREGA;12/02/2021 08:02:24;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;18,64;18,18;18,63;0;Divergente;Pneu OK;-;2;Direito externo
1557;MSK1954;ENTREGA;12/02/2021 08:02:24;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;17,56;17,02;17,85;16,74;Divergente;Pneu OK;-;1;Esquerdo
324;MSK1954;ENTREGA;12/02/2021 08:02:24;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;18,76;17,56;18,82;0;Divergente;Pneu OK;-;2;Esquerdo externo
1556;MSK1954;ENTREGA;12/02/2021 08:02:24;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;18,01;18,11;17,89;17,52;Divergente;Pneu OK;-;1;Direito
325;MSK1954;ENTREGA;12/02/2021 08:02:24;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;19,07;16,16;19,53;0;Divergente;Pneu OK;-;2;Direito interno
161;ODA4963;ENTREGA;12/02/2021 07:58:54;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;14,16;12,11;15,14;0;Divergente;Pneu OK;-;2;Esquerdo externo
1520;ODA4963;ENTREGA;12/02/2021 07:58:54;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;14,59;15,2;14,95;14,28;Divergente;Pneu OK;-;1;Esquerdo
53;ODA4963;ENTREGA;12/02/2021 07:58:54;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;11,99;10,22;10,96;9,8;Divergente;Pneu OK;-;-;Estepe
166;ODA4963;ENTREGA;12/02/2021 07:58:54;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;16,44;13,25;15,91;0;Divergente;Pneu OK;-;2;Esquerdo interno
1521;ODA4963;ENTREGA;12/02/2021 07:58:54;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;14,94;14,98;15,22;16,23;Divergente;Pneu OK;-;1;Direito
199;ODA4963;ENTREGA;12/02/2021 07:58:54;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;14,86;13,66;12,99;0;Divergente;Pneu OK;-;2;Direito interno
200;ODA4963;ENTREGA;12/02/2021 07:58:54;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;14,88;15,22;14,55;0;Divergente;Pneu OK;-;2;Direito externo
98;ODA4961;ENTREGA;12/02/2021 07:55:22;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;11,83;9,9;11,53;0;Divergente;Pneu OK;-;2;Direito externo
348;ODA4961;ENTREGA;12/02/2021 07:55:22;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;5,93;4,07;5,02;6,62;Divergente;Pneu OK;-;-;Estepe
535;ODA4961;ENTREGA;12/02/2021 07:55:22;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;14,09;13,85;13,92;13,86;Divergente;Pneu OK;-;2;Esquerdo interno
123;ODA4961;ENTREGA;12/02/2021 07:55:22;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;14,93;14,66;13,86;15,55;Divergente;Pneu OK;-;2;Esquerdo externo
299;ODA4961;ENTREGA;12/02/2021 07:55:22;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;12,28;9,58;9,24;0;Divergente;Pneu OK;-;2;Direito interno
189;PPM8981;ENTREGA;12/02/2021 07:51:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;11,97;12,4;12,33;0;Divergente;Pneu OK;-;2;Direito externo
799;PPM8981;ENTREGA;12/02/2021 07:51:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;10,66;7,94;9,23;0;Divergente;Pneu OK;-;2;Esquerdo interno
798;PPM8981;ENTREGA;12/02/2021 07:51:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;10,02;9,92;11,25;0;Divergente;Pneu OK;-;2;Esquerdo externo
888;PPM8981;ENTREGA;12/02/2021 07:51:20;JOÃO TARCISIO DA SILVEIRA;X INCITY - 275;120;-;-;-;2;6,93;5,43;6,07;7,95;Divergente;Pneu OK;-;-;Estepe
305;PPM8981;ENTREGA;12/02/2021 07:51:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;7,3;7,54;7,03;6,78;Divergente;Pneu OK;-;1;Direito
314;PPM8981;ENTREGA;12/02/2021 07:51:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;6,8;5,34;6,06;5,92;Divergente;Pneu OK;-;1;Esquerdo
188;PPM8981;ENTREGA;12/02/2021 07:51:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;13,46;10,09;11,32;0;Divergente;Pneu OK;-;2;Direito interno
410;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;M736 - 295;123;-;-;-;2;4,16;2,68;4,26;0;Convergente;Pneu OK;-;-;Estepe
1416;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;8,6;7,12;7,44;7,56;Convergente;Pneu OK;-;3;Direito interno
1065;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;6,71;3,11;3,52;4,96;Convergente;Pneu OK;-;1;Direito interno
754;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;9,6;10,15;10,11;10,21;Convergente;Pneu OK;-;3;Esquerdo externo
109;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;3,92;4,48;5,02;6,33;Convergente;Pneu OK;-;2;Esquerdo externo
1063;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;4,99;3,23;3,5;5,39;Convergente;Pneu OK;-;1;Direito externo
667;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;10,89;11,31;11,25;11,73;Convergente;Pneu OK;-;3;Esquerdo interno
1393;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;6,09;5,52;7,72;6,58;Convergente;Pneu OK;-;2;Direito externo
759;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;6,04;5,56;5,39;5,42;Convergente;Pneu OK;-;1;Esquerdo externo
1384;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;8,83;8,24;6,69;9,9;Convergente;Pneu OK;-;2;Direito interno
928;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;4,13;3,88;4;4,48;Convergente;Pneu OK;-;2;Esquerdo interno
1417;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;8,98;6,34;6,25;7,6;Convergente;Pneu OK;-;3;Direito externo
758;OCY1477;PUXADA;05/01/2021 07:46:48;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;6,89;5,88;6,26;7,04;Convergente;Pneu OK;-;1;Esquerdo interno
1501;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,35;12,18;11,85;11,59;Convergente;Pneu OK;-;3;Esquerdo interno
1398;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;7,33;7,74;7,54;7,71;Convergente;Pneu OK;-;1;Esquerdo interno
1499;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;15,52;15,41;15,29;14,96;Convergente;Pneu OK;-;2;Direito interno
1403;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;9,87;8,21;9,52;8,99;Convergente;Pneu OK;-;1;Direito externo
1438;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;7,28;7,49;7,52;7,04;Convergente;Pneu OK;-;1;Esquerdo externo
1182;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;KMAX D - 295;120;-;-;-;2;6,29;5,21;5,86;7,25;Convergente;Pneu OK;-;-;Estepe
1500;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,96;12,32;12,16;12,22;Convergente;Pneu OK;-;3;Esquerdo externo
1497;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;15,4;15,52;15,39;15,42;Convergente;Pneu OK;-;2;Esquerdo externo
1402;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;10,07;10,74;9,88;10,25;Convergente;Pneu OK;-;1;Direito interno
1496;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;14,96;15,02;14,85;14,36;Convergente;Pneu OK;-;2;Esquerdo interno
1502;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,91;12,78;12,39;13,7;Convergente;Pneu OK;-;3;Direito externo
1503;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;13,33;13,56;12,96;13,05;Convergente;Pneu OK;-;3;Direito interno
1498;RBC5A50;PUXADA;05/01/2021 07:29:46;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;16,06;15,56;15,84;16,1;Convergente;Pneu OK;-;2;Direito externo
1031;MQO8754;ENTREGA;31/12/2020 14:41:56;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;5;5;5;5;Divergente;Pneu OK;-;1;Direito
359;MQO8754;ENTREGA;31/12/2020 14:41:56;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;5;5;5;5;Divergente;Pneu OK;-;3;Direito externo
101;MQO8754;ENTREGA;31/12/2020 14:41:56;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;5;5;5;5;Divergente;Pneu OK;-;2;Direito interno
379;MQO8754;ENTREGA;31/12/2020 14:41:56;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;5;5;5;5;Divergente;Pneu OK;-;3;Direito interno
240;MQO8754;ENTREGA;31/12/2020 14:41:56;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;5;5;5;4;Divergente;Pneu OK;-;2;Direito externo
108;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;7,76;6,61;6,53;8,09;Convergente;Pneu OK;-;2;Esquerdo interno
650;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;10,17;9,82;9,58;9,77;Convergente;Pneu OK;-;2;Direito externo
106;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;8,62;7,32;7,14;9,1;Convergente;Pneu OK;-;2;Esquerdo externo
1066;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;15,53;14,86;14,5;15,02;Convergente;Pneu OK;-;3;Esquerdo externo
423;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;5,65;3,49;4,48;6,6;Convergente;Pneu OK;-;-;Estepe
1169;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;5,48;5,36;5;7,08;Convergente;Pneu OK;-;3;Direito interno
1071;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;15,4;13,64;13,42;13,88;Convergente;Pneu OK;-;3;Esquerdo interno
90;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,95;11,2;10,97;11,76;Convergente;Pneu OK;-;2;Direito interno
118;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;9;8,29;8,52;10,65;Convergente;Pneu OK;-;1;Direito externo
521;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;7,13;5,57;5,59;6,28;Convergente;Pneu OK;-;1;Esquerdo interno
1168;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;7,79;6,62;6,85;6,45;Convergente;Pneu OK;-;1;Esquerdo externo
113;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;6,12;6,27;6,5;6,62;Convergente;Pneu OK;-;1;Direito interno
1132;MRH9080;PUXADA;31/12/2020 07:56:41;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;5,86;5,12;5,17;8,68;Convergente;Pneu OK;-;3;Direito externo
1388;OVK9112;PUXADA;31/12/2020 07:49:40;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;13,99;13,32;12,8;0;Convergente;Pneu OK;-;3;Esquerdo interno
1107;OVK9112;PUXADA;31/12/2020 07:49:40;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;12,56;10,95;12,16;0;Convergente;Pneu OK;-;3;Direito interno
1139;OVK9112;PUXADA;31/12/2020 07:49:40;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;13,33;12,84;12,6;12,29;Convergente;Pneu OK;-;-;Estepe
40;OVK9112;PUXADA;31/12/2020 07:49:40;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;13,54;11,61;11,69;14,02;Convergente;Pneu OK;-;2;Direito interno
1013;OVK9112;PUXADA;31/12/2020 07:49:40;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;6,15;4,7;5,12;5,82;Convergente;Pneu OK;-;1;Esquerdo externo
966;OVK9112;PUXADA;31/12/2020 07:49:40;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;9,08;8,32;6,75;10,21;Convergente;Pneu OK;-;1;Direito interno
685;OVK9112;PUXADA;31/12/2020 07:49:40;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;9,35;8,1;8,52;7,51;Convergente;Pneu OK;-;2;Esquerdo externo
938;OVK9112;PUXADA;31/12/2020 07:49:40;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;13,21;12,57;12,8;13,54;Convergente;Pneu OK;-;2;Direito externo
