Pneu Marcação;Placa;Centro de custo;Data;Conferente;Modelo Pneu;Calibragem Ideal;Calibragem Encontrada;Calibragem Realizada;Dispersão;Sulco Mín.;1º Sulco;2º Sulco;3º Sulco;4º Sulco;Alinhamento;Laudo.;Observação;Eixo;Posição
1447;MSK1951;ENTREGA;06/10/2020 07:32:38;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;15,61;16,02;15,8;15,36;Divergente;Pneu OK;-;1;Direito
862;MSK1951;ENTREGA;06/10/2020 07:32:38;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;11,88;11,65;12;12,33;Divergente;Pneu OK;-;3;Direito interno
573;MSK1951;ENTREGA;06/10/2020 07:32:38;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;11,13;9,98;10,82;0;Divergente;Pneu OK;-;2;Esquerdo interno
616;MSK1951;ENTREGA;06/10/2020 07:32:38;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;9,28;8,88;8,95;0;Divergente;Pneu OK;-;2;Direito interno
15;MSK1951;ENTREGA;06/10/2020 07:32:38;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;12,54;12,23;12,43;12,87;Divergente;Pneu OK;-;3;Esquerdo externo
588;MSK1951;ENTREGA;06/10/2020 07:32:38;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,22;9,52;11,2;0;Divergente;Pneu OK;-;2;Direito externo
46;MSK1951;ENTREGA;06/10/2020 07:32:38;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;13,77;12,28;12,5;13,69;Divergente;Pneu OK;-;3;Direito externo
32;MSK1951;ENTREGA;06/10/2020 07:32:38;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;11,17;10,54;11,35;0;Divergente;Pneu OK;-;2;Esquerdo externo
485;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;10,44;9,28;10;12,24;Convergente;Pneu OK;-;2;Esquerdo externo
516;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;10,29;8,15;9;8,96;Divergente;Pneu OK;-;1;Esquerdo interno
1226;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;5,45;8,88;9,25;7,14;Convergente;Pneu OK;-;2;Direito externo
627;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;9,08;6,97;7;7,45;Convergente;Pneu OK;-;1;Esquerdo externo
564;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;5,76;4,39;6,12;0;Divergente;Pneu OK;-;-;Estepe
962;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,75;12,31;13;13,14;Convergente;Pneu OK;-;1;Direito externo
1228;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;4,36;4,28;4;3,09;Convergente;Pneu OK;-;3;Esquerdo interno
178;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;10,52;9,75;10;11,03;Convergente;Pneu OK;-;2;Esquerdo interno
1203;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;12,51;12,91;13,06;13,97;Convergente;Pneu OK;-;1;Direito interno
1149;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;5,42;4,31;4,2;5,69;Convergente;Pneu OK;-;3;Esquerdo externo
517;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;X MULTI - 295;120;-;-;-;2;12,99;11,85;11,63;13,13;Convergente;Pneu OK;-;2;Direito interno
26;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,99;11,69;11;10,62;Convergente;Pneu OK;-;3;Direito interno
6;PPA5J10;PUXADA;05/10/2020 10:12:06;JOÃO TARCISIO DA SILVEIRA;M736 - 295;123;-;-;-;2;11,96;11,27;11,5;11,97;Convergente;Pneu OK;-;3;Direito externo
1372;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;120;-;-;-;2;14,89;12,35;12;12,44;Divergente;Pneu OK;-;2;Esquerdo interno
1080;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;5,98;4,46;6,18;0;Divergente;Pneu OK;-;-;Estepe
1069;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;7,05;5,57;6;7,3;Divergente;Pneu OK;-;3;Direito interno
1083;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;7,12;5,78;6;6,87;Divergente;Pneu OK;-;3;Esquerdo externo
1117;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;8,83;7,3;7,89;6,9;Divergente;Pneu OK;-;3;Esquerdo interno
1374;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;12,12;9,99;10,6;14,46;Divergente;Pneu OK;-;2;Direito externo
1386;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;11,68;10,14;10,86;9,02;Divergente;Pneu OK;-;1;Esquerdo
1385;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;11,36;11,32;11;10,09;Divergente;Pneu OK;-;1;Direito
1373;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;12,25;10,47;10,89;12,32;Divergente;Pneu OK;-;2;Direito interno
942;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;4,01;4,3;3,894;4,07;Divergente;Pneu OK;-;3;Direito externo
1371;MTN9484;PUXADA;05/10/2020 10:05:32;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;120;-;-;-;2;13,68;10,66;10,85;12,69;Divergente;Pneu OK;-;2;Esquerdo externo
866;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;11,81;10,4;10,89;12,71;Convergente;Pneu OK;-;2;Direito externo
1028;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;4,99;4,25;4,12;5,74;Convergente;Pneu OK;-;1;Esquerdo externo
376;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;KMAX EXTREME - 295;120;-;-;-;2;12,89;11,93;11,47;12,74;Convergente;Pneu OK;-;2;Direito interno
1066;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;5,99;7,3;6;4,32;Convergente;Pneu OK;-;1;Esquerdo interno
134;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;4,5;6;5;3,99;Convergente;Pneu OK;-;-;Estepe
1178;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;11,46;10,39;10,4;11,27;Convergente;Pneu OK;-;2;Esquerdo externo
1136;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;10,42;9,49;9,8;11,19;Convergente;Pneu OK;-;3;Esquerdo externo
682;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;M729 - 295;120;-;-;-;2;4,54;2,96;3,23;6,89;Convergente;Pneu OK;-;1;Direito externo
1177;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;10,52;9,7;10,45;10,55;Convergente;Pneu OK;-;2;Esquerdo interno
1397;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;8,35;7,6;5,8;4,01;Convergente;Pneu OK;-;3;Direito externo
1396;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;7,1;7,27;8;6,93;Convergente;Pneu OK;-;3;Direito interno
1075;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;8,75;7,39;7,4;8,08;Convergente;Pneu OK;-;1;Direito interno
170;MRB6700;PUXADA;05/10/2020 09:59:50;JOÃO TARCISIO DA SILVEIRA;R268 - 295;120;-;-;-;2;11,6;10,3;10,39;11,49;Convergente;Pneu OK;-;3;Esquerdo interno
947;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;4,93;5,2;6,35;0;Divergente;Pneu OK;-;3;Direito externo
1104;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;11,95;10,33;12,35;0;Divergente;Pneu OK;-;2;Direito externo
952;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;13,09;13,6;12,48;0;Divergente;Pneu OK;-;2;Esquerdo externo
1442;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;14,63;13,43;13,6;14,89;Divergente;Pneu OK;-;1;Esquerdo
751;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;7,26;4,54;6,57;0;Divergente;Pneu OK;-;3;Esquerdo externo
266;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;KMAX D - 295;120;-;-;-;2;13,31;13,15;12,9;12,93;Divergente;Pneu OK;-;-;Estepe
1137;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;11,29;9,5;11,55;0;Divergente;Pneu OK;-;2;Direito interno
946;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;5,6;4,81;3,43;0;Divergente;Pneu OK;-;3;Direito interno
667;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;5,42;3;4,64;0;Divergente;Pneu OK;-;3;Esquerdo interno
1443;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;12,39;13,51;13;14,09;Divergente;Pneu OK;-;1;Direito
950;MSC8706;PUXADA;05/10/2020 09:55:35;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;12,59;10,59;10,7;0;Divergente;Pneu OK;-;2;Esquerdo interno
1119;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;7,16;4,65;5;6,25;Convergente;Pneu OK;-;3;Esquerdo interno
607;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;123;-;-;-;2;6,79;4,49;5,05;7,77;Convergente;Pneu OK;-;1;Direito interno
1199;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;FR01 - 1100;120;-;-;-;2;5,54;5,17;5,22;8,92;Convergente;Pneu OK;-;1;Direito externo
1213;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;FR01 - 1100;120;-;-;-;2;12,75;13,15;12,86;12,48;Convergente;Pneu OK;-;3;Direito interno
737;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;123;-;-;-;2;8,8;7,45;5,56;8,53;Convergente;Pneu OK;-;1;Esquerdo externo
1007;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;9,8;8,5;7,89;6,7;Convergente;Pneu OK;-;2;Direito interno
1006;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;9,28;7,64;7,5;7,07;Convergente;Pneu OK;-;2;Direito externo
58;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;8,7;7,9;8,06;7,2;Convergente;Pneu OK;-;2;Esquerdo interno
1120;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;6,7;4,87;4;6,9;Convergente;Pneu OK;-;3;Esquerdo externo
740;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;123;-;-;-;2;7,9;6,28;8,38;0;Convergente;Pneu OK;-;-;Estepe
177;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;120;-;-;-;2;5,85;5,74;5,63;6,75;Convergente;Pneu OK;-;1;Esquerdo interno
1210;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;FR01 - 1100;120;-;-;-;2;12,42;12,7;13,02;13,27;Convergente;Pneu OK;-;3;Direito externo
1009;MQQ6549;PUXADA;05/10/2020 09:47:55;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;123;-;-;-;2;11,44;9,6;10,06;10,83;Convergente;Pneu OK;-;2;Esquerdo externo
1416;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,57;11,33;12,02;13,22;Divergente;Pneu OK;-;1;Esquerdo
1469;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;22,32;21,75;21,86;22;Divergente;Pneu OK;-;2;Esquerdo interno
1417;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,93;12,73;12,7;13,99;Divergente;Pneu OK;-;1;Direito
1140;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;9,51;8,9;9;9,8;Divergente;Pneu OK;-;3;Esquerdo externo
1139;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;10,63;8,33;9,03;10,89;Divergente;Pneu OK;-;3;Direito externo
1470;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;21,69;22,04;21,86;22,06;Divergente;Pneu OK;-;2;Direito interno
1141;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;10;9,8;9,79;10,2;Divergente;Pneu OK;-;3;Esquerdo interno
1468;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;22,27;22,16;22,02;21,99;Divergente;Pneu OK;-;2;Esquerdo externo
1471;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;21,41;21,12;21,86;21,33;Divergente;Pneu OK;-;2;Direito externo
1138;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;10,79;8,56;9,46;10,93;Divergente;Pneu OK;-;3;Direito interno
418;QRL4E06;PUXADA;05/10/2020 09:42:01;JOÃO TARCISIO DA SILVEIRA;KMAX D - 295;120;-;-;-;2;9,75;8,31;6,99;8,69;Divergente;Pneu OK;-;-;Estepe
1317;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;7,9;5,48;5,76;7,62;Divergente;Pneu OK;-;2;Esquerdo externo
1322;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;7,06;6,44;6;5,5;Divergente;Pneu OK;-;1;Esquerdo
1318;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;4,84;3,69;4;5,5;Divergente;Pneu OK;-;3;Direito externo
1315;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;6,35;4,96;4,5;7,18;Divergente;Pneu OK;-;2;Direito interno
1320;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;6,03;4,23;4,2;6,68;Divergente;Pneu OK;-;3;Esquerdo externo
884;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;5,22;4,26;4,23;6,06;Divergente;Pneu OK;-;-;Estepe
151;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;6,05;6,56;6,89;6,96;Divergente;Pneu OK;-;2;Esquerdo interno
1314;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;8,22;5,79;5,56;7,44;Divergente;Pneu OK;-;2;Direito externo
1323;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;7,37;8,49;8,9;7,78;Divergente;Pneu OK;-;1;Direito
1321;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;6,34;3,71;4,2;6,9;Divergente;Pneu OK;-;3;Esquerdo interno
1319;QRM0A70;ENTREGA;05/10/2020 07:28:40;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;5,98;3,2;4;6,14;Divergente;Pneu OK;-;3;Direito interno
1291;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;11,78;11,92;12,06;10,07;Divergente;Pneu OK;-;1;Esquerdo
31;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;5,11;2,9;5,37;0;Divergente;Pneu OK;-;3;Esquerdo externo
553;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;4,24;2,66;2,86;3,7;Divergente;Pneu OK;-;3;Esquerdo interno
857;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;14,5;14,1;14,36;14,18;Divergente;Pneu OK;-;-;Estepe
292;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,5;8,51;9,26;0;Divergente;Pneu OK;-;2;Direito interno
293;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;10,62;9,35;11,21;0;Divergente;Pneu OK;-;2;Esquerdo externo
620;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;13,71;12,15;11,88;12,18;Divergente;Pneu OK;-;3;Direito externo
291;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;10,1;9,13;10,46;0;Divergente;Pneu OK;-;2;Direito externo
1313;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;12,52;12,36;12,48;12,01;Divergente;Pneu OK;-;1;Direito
294;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;11,44;9,31;8,78;0;Divergente;Pneu OK;-;2;Esquerdo interno
619;PPY5042;ENTREGA;05/10/2020 07:20:01;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;14,66;12,36;12,54;12,87;Divergente;Pneu OK;-;3;Direito interno
30;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;13,09;10,66;10,7;12,69;Divergente;Pneu OK;-;2;Direito interno
1296;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;12,06;10,44;10,52;11,5;Divergente;Pneu OK;-;2;Direito externo
1286;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;5,94;3,78;3,45;6,24;Divergente;Pneu OK;-;3;Direito externo
1463;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;R163S - 275;120;-;-;-;2;18,41;18,56;18,34;0;Divergente;Pneu OK;-;1;Direito
1462;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;R163S - 275;120;-;-;-;2;18,29;18,79;18,13;0;Divergente;Pneu OK;-;1;Esquerdo
1284;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;6,84;3,63;3,36;4,55;Divergente;Pneu OK;-;3;Esquerdo interno
795;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;9,13;7,08;5,99;8,57;Divergente;Pneu OK;-;-;Estepe
1285;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;5,45;3;2,89;4,42;Divergente;Pneu OK;-;3;Direito interno
1331;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;7,45;5,53;5,6;7,41;Divergente;Pneu OK;-;2;Esquerdo externo
1281;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;6,39;7,05;7,33;6,3;Divergente;Pneu OK;-;2;Esquerdo interno
1283;QRL9J43;ENTREGA;05/10/2020 07:15:18;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;5,68;4,22;3,22;5,85;Divergente;Pneu OK;-;3;Esquerdo externo
322;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,41;7;8,26;0;Divergente;Pneu OK;-;2;Direito interno
48;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;12,16;11,4;11,8;12,22;Divergente;Pneu OK;-;3;Esquerdo externo
578;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;12,15;11,14;12,38;0;Divergente;Pneu OK;-;2;Esquerdo interno
721;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;7,23;6,08;7;8,54;Divergente;Pneu OK;-;-;Estepe
321;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,46;7,31;7,1;0;Divergente;Pneu OK;-;2;Direito externo
585;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;12,05;12,08;13,07;0;Divergente;Pneu OK;-;2;Esquerdo externo
861;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;12,56;11,43;11,8;11,72;Divergente;Pneu OK;-;3;Esquerdo interno
1247;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;11,61;11,86;11,89;12,14;Divergente;Pneu OK;-;1;Direito
297;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;4,69;3,35;3,2;4,29;Divergente;Pneu OK;-;3;Direito externo
153;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;2,56;2,86;3;3,66;Divergente;Pneu OK;-;3;Direito interno
1246;MSK8048;ENTREGA;02/10/2020 08:15:20;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;11,19;10,56;10,8;10,59;Divergente;Pneu OK;-;1;Esquerdo
852;MSK1955;ENTREGA;02/10/2020 08:11:25;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;5,15;5,2;6,83;0;Divergente;Pneu OK;-;2;Direito externo
853;MSK1955;ENTREGA;02/10/2020 08:11:25;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;6,13;5,91;3,76;0;Divergente;Pneu OK;-;2;Direito interno
382;MSK1955;ENTREGA;02/10/2020 08:11:25;JOÃO TARCISIO DA SILVEIRA;FK25 - 275;125;-;-;-;2;4,4;4,92;3;6,68;Divergente;Pneu OK;-;-;Estepe
850;MSK1955;ENTREGA;02/10/2020 08:11:25;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;6,67;5,75;7,34;0;Divergente;Pneu OK;-;2;Esquerdo externo
1122;MSK1955;ENTREGA;02/10/2020 08:11:25;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;12,56;11,08;13,41;0;Divergente;Pneu OK;-;1;Direito
1121;MSK1955;ENTREGA;02/10/2020 08:11:25;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;12,06;11,06;11,13;0;Divergente;Pneu OK;-;1;Esquerdo
